state,name,pop2019,age_over_65_2019,households_speak_spanish_2019,hs_grad_2019,bachelors_2019,household_has_computer_2019,poverty_2019,uninsured_2019,unemployment_rate_2019,per_capita_income_2019,median_household_income_2019
Ohio,Erie County,74780,21.3,2.2,91.8,23.2,77.2,11.7,4.7,4.5,32790,54226
Ohio,Fairfield County,154457,15.4,2.3,92.6,27.6,80.5,9.2,5.3,3.2,32021,67609
Ohio,Franklin County,1290360,11.7,4,91.2,40,79.6,15.7,7.6,4.4,33998,61305
Ohio,Gallia County,30088,18.5,0.5,84,15.9,62.1,20.7,9.7,4,24130,44858
Ohio,Geauga County,93843,19.8,1.5,90.2,38,79.4,5.8,8.8,2.4,42958,82303
Ohio,Greene County,166502,16.8,2.1,93.8,39.2,82.9,11.6,4.2,4.9,35833,68720
Ohio,Guernsey County,39111,19.1,1.3,85.5,14.6,65.5,19.9,7.2,5.7,24742,45917
Ohio,Hamilton County,813589,15.1,2.9,91.4,37.9,75.7,15.8,5.7,5,35570,57212
Ohio,Hancock County,75837,16.6,3.6,92.5,27.1,80.2,10.8,4.1,3.5,32797,58450
Ohio,Highland County,43016,18,0.4,85.1,13.4,65.1,19.4,8.5,6,23543,44169
Ohio,Huron County,58339,16.7,3.3,88.5,14.4,73.5,13.2,7,4.2,26133,52560
Ohio,Jackson County,32450,16.8,0.9,83.5,14.5,65.2,18.8,8.2,7,23254,47550
Ohio,Jefferson County,66371,21,1.1,91,15.8,67,17.5,5.6,5.9,26391,46581
Ohio,Knox County,61481,17.7,1.2,91.3,23,73.5,13.1,9.6,4.3,26390,57749
Ohio,Lake County,229954,19.5,3.2,92.3,27.4,81.1,8.1,4.7,3.8,34409,64466
Ohio,Lawrence County,60184,18.4,0.9,87.5,14.9,65.9,18.1,5.6,5.6,24562,45118
Ohio,Licking County,173750,16.1,1.7,91.5,26.1,81.3,10.5,6.4,3.9,31617,64589
Ohio,Logan County,45316,17.6,1,92.6,16.5,74.3,11.4,6,3.7,29424,56754
Ohio,Lorain County,307670,17.8,5.9,89.7,24.9,79.1,13.5,5.1,4.8,30928,58427
Ohio,Lucas County,431102,15.8,3.5,89.3,26.3,71.9,18.7,6,6.5,29226,48736
Ohio,Mahoning County,229961,20.4,3.2,90.9,24.2,70.6,17.5,4.7,7.4,28378,46042
Ohio,Marion County,65299,17.3,2.4,87.9,12.5,70.2,14.8,5.5,6.4,24484,47498
Ohio,Medina County,177980,17.3,1.5,95.1,33.9,85.2,6,4,2.6,37788,76600
Ohio,Miami County,105371,18.4,1.2,91.2,23.3,76.4,9.2,5.6,4.3,31254,61041
Ohio,Montgomery County,531670,17.6,2.2,90.1,27.9,74.2,16.6,6.6,5.8,30034,51542
Ohio,Muskingum County,86131,17.5,1,87.8,16.1,70.1,16,5.2,5.9,25148,47254
Ohio,Perry County,36022,16.2,2.1,87.3,12.2,65.6,19.1,5,6,23484,50150
Ohio,Pickaway County,57762,15.5,1.5,87.2,18.4,74,12.1,5.7,3.8,27760,63633
Ohio,Pike County,28000,17.6,0.1,80.2,12.6,64.2,18.7,7.1,6.6,24318,42832
Ohio,Portage County,162511,15.9,1.5,92.4,29,80.1,12.8,5.1,4.8,30054,57618
Ohio,Richland County,121100,19.2,1.5,86.9,18.3,70.5,13.5,7,5,25585,49547
Ohio,Ross County,76948,16.1,1.4,87.6,15.8,71.8,17.3,5.9,5.7,24913,51092
Ohio,Sandusky County,59029,18.5,3.7,90.4,16.1,73.3,11.6,4.6,4,27319,54089
Ohio,Scioto County,76040,17.8,0.7,84.9,15.7,66.3,22.6,5.5,7.6,23719,41330
Ohio,Seneca County,55351,17.5,3,91.7,16.8,73.5,12.8,4.8,3.8,27100,52500
Ohio,Stark County,372404,19,1.5,91.6,22.8,74.3,13.6,5.7,5.1,29495,53860
Ohio,Summit County,541334,17.5,1.7,91.7,32.5,76.5,13.2,5.7,5,33606,57181
Ohio,Trumbull County,200367,21,1.2,89.4,18.7,70.8,17.2,6.8,4.3,26935,47280
Ohio,Tuscarawas County,92335,19.2,2,86,17.4,67.9,12.8,7.8,4.1,27057,53243
Ohio,Warren County,229132,14,2.3,93.8,43,86.9,4.6,3.7,2.5,41792,87125
Ohio,Washington County,60426,20.5,1.6,90.6,18.8,69.6,14.2,7.2,3.6,28782,50021
Ohio,Wayne County,116099,17.3,2,86.5,22.2,73.9,11.3,13,2.9,27884,58300
Ohio,Wood County,130150,14.8,3.2,94.3,33.5,83,12.9,4.2,3.2,32431,62390
Oklahoma,Adair County,22220,15.2,2.7,80.8,11.6,49,27.8,27,4.9,17026,34695
Oklahoma,Bryan County,46457,17.7,4.2,86.4,21.9,65.9,17.1,17.9,5.1,23979,44212
Oklahoma,Caddo County,29242,16.3,4.9,85.5,15.4,57.7,18.9,17.3,6.7,23167,46592
Oklahoma,Canadian County,140455,12.9,6,91.4,27.4,81.8,8.2,10.2,3.4,30755,72056
Oklahoma,Carter County,48319,16.4,4.9,88,20.5,64.1,16.1,15.2,4.5,26094,51419
Oklahoma,Cherokee County,48664,16.3,4.3,86.5,26.3,62.7,22.1,21.1,7.5,22161,42774
Oklahoma,Cleveland County,279274,13,5.7,91.8,33.4,82.7,12,9.5,3.7,31571,64016
Oklahoma,Comanche County,121762,12.2,5.8,90,22.2,72.7,16.1,13.1,7.2,26449,52161
Oklahoma,Creek County,71427,17.4,2.6,87.4,17,66.8,15,12.1,3.3,26044,51318
Oklahoma,Custer County,29152,13.4,12.6,87.7,24.8,71.4,18.2,13.4,2.8,26520,49900
Oklahoma,Delaware County,42433,24.4,2.1,84.9,18.1,65.6,18.3,18.8,6.7,24070,41696
Oklahoma,Garfield County,61898,15.9,9.2,87.9,22.9,70.5,13.8,14.7,4.9,28333,54006
Oklahoma,Grady County,55071,15.9,3.5,90.1,19.9,71.8,11.5,11.5,3.4,30242,60875
Oklahoma,Kay County,44402,18.9,5.3,86.8,18.9,66.8,17.3,13.5,6.3,26189,46809
Oklahoma,Le Flore County,50026,17.5,4.4,83.5,14.6,56.5,20.7,18,5.2,20902,40677
Oklahoma,Logan County,46683,15.1,3.6,90.1,27.7,74.7,14,12,3.8,31105,65357
Oklahoma,McCurtain County,33016,17.7,3.2,82.9,13.4,55.5,22.7,22.2,5.6,20671,37061
Oklahoma,Mayes County,41044,18.2,2.2,86.5,14.3,64.9,18.1,15.4,5.1,24472,50345
Oklahoma,Muskogee County,68736,16.4,3,85.3,20.4,63.2,21.1,16.5,5.8,23826,43078
Oklahoma,Oklahoma County,787216,13.4,10.8,87.4,32,73.2,16,14,4.1,31609,54520
Oklahoma,Okmulgee County,38749,18.2,1.7,86.3,14.1,60.1,19.5,16.6,8.3,23431,42998
Oklahoma,Osage County,47226,19.3,1.7,88.3,18,66.8,15.6,12.4,5.7,25473,49103
Oklahoma,Ottawa County,31454,18,3.9,85.3,14.5,61,20.7,17.1,5.4,20814,39872
Oklahoma,Payne County,81815,12.3,2.9,92.2,37.4,77.5,26.8,11.7,3.5,24057,41603
Oklahoma,Pittsburg County,44146,19.5,3.4,87,16.1,62.3,16.8,16.1,6,25524,46784
Oklahoma,Pontotoc County,38355,16.4,2.8,89.2,28.2,65.5,14.7,16.3,4.4,26187,50392
Oklahoma,Pottawatomie County,72154,16,3.2,88,18.3,65.9,16.2,14.5,5.5,24178,49250
Oklahoma,Rogers County,91353,15.9,3.4,92,24.9,76.9,9.9,10.8,4.2,32148,65434
Oklahoma,Sequoyah County,41709,18.1,2.6,81.3,14.4,58,21.5,19,6.9,20384,40351
Oklahoma,Stephens County,43647,19.2,5.3,87.3,16.9,64.7,14.3,13.5,6.6,25769,47214
Oklahoma,Tulsa County,646419,14,8.7,89.4,31.8,75.1,15,14,5,32044,55517
Oklahoma,Wagoner County,78958,16,4.2,90.6,23.2,77,10.4,11.4,5.3,29415,62795
Oklahoma,Washington County,51886,19.3,4.3,90.4,28.5,73,13.3,13.6,4.8,30847,54997
Oregon,Benton County,91107,15.5,6,95.9,54.1,90.2,19.1,5.1,5,33817,62077
Oregon,Clackamas County,410463,17.6,5.5,93.4,37.4,86.5,8,5.3,4.1,41492,80484
Oregon,Columbia County,51375,18.3,3.2,91.3,18.5,78.2,11.7,5.5,5.3,31883,62257
Oregon,Coos County,63686,25.5,3.3,88.8,17.8,74.1,16.1,6.9,7.2,27582,45051
Oregon,Deschutes County,186251,19.6,5.1,93.7,35.4,87.8,10.8,7.6,4.8,35507,67043
Oregon,Douglas County,109114,25.2,2.5,89.6,17.3,76.5,14.7,6.3,6.4,26478,47267
Oregon,Jackson County,216574,21.5,7.6,90.1,27.8,80.4,15.5,7.3,5.5,30250,53412
Oregon,Josephine County,86251,25.7,3.3,90.4,17.5,77.4,18.1,8,8.6,25167,45616
Oregon,Klamath County,66921,20.7,6.7,88.1,20,74.7,19.5,8.5,7.4,25880,46491
Oregon,Lane County,373340,18.8,5,91.9,30.5,83.1,17.6,7,6.2,29705,52426
Oregon,Lincoln County,48547,27.9,4.2,91.5,24.9,77.5,16.3,9.4,6,27861,47882
Oregon,Linn County,125048,18.3,5.9,89.5,19.3,78.1,13.3,7.1,6.4,27345,55893
Oregon,Malheur County,30412,16.4,24.4,81.1,13.7,62.8,21.8,9.7,5.2,18974,43313
Oregon,Marion County,339641,15.3,17.9,85.2,23.5,79.5,14.2,8,5.1,27338,59625
Oregon,Multnomah County,804606,13,7.9,91.5,45.9,84.9,13.8,6.7,4.5,39245,69176
Oregon,Polk County,83037,17.5,9.9,90.9,31,82.3,12.6,5.3,5.4,29440,62691
Oregon,Umatilla County,77129,15.3,19.9,82.4,17.2,72.5,17.9,7.3,6.1,24444,54699
Oregon,Washington County,589481,13,10.7,92.2,44.4,89.3,8.9,5.9,3.9,39679,82215
Oregon,Yamhill County,104831,16.8,10.3,88.9,26.9,82.5,12.1,6.1,3.8,31314,63902
Pennsylvania,Adams County,102470,19.8,4.9,88.8,22.3,76.9,7.8,5.6,3.1,31590,67253
Pennsylvania,Allegheny County,1221744,18.5,1.9,94.6,41.6,77.9,11.6,3.8,4.5,38709,61043
Pennsylvania,Armstrong County,65867,21.6,0.7,90.3,16.7,71.5,11.1,4.2,5.3,27715,51410
Pennsylvania,Beaver County,165833,20.9,1.6,93.1,24.7,73.4,11,3.8,4.7,31305,57807
Pennsylvania,Bedford County,48337,22.2,1.2,87.9,14.7,67,11.9,6.8,4.1,26078,50509
Pennsylvania,Berks County,418025,16.9,15.3,86.7,24.9,75.2,12,6,5.3,31571,63728
Pennsylvania,Blair County,123157,20.3,0.6,91.4,21.3,71.8,14.7,4.8,3.9,28119,49181
Pennsylvania,Bradford County,60963,20.8,1.4,90.1,18.7,72.9,12.7,6.7,4.5,28392,52358
Pennsylvania,Bucks County,626806,18.1,4.2,93.9,41.3,85.6,5.9,4,3.9,45849,89139
Pennsylvania,Butler County,186899,18.2,1.5,94.9,36,80,8.2,3.2,3.5,37811,70668
Pennsylvania,Cambria County,133009,22,1.4,92,21.1,69.3,15.4,4.2,5.4,26008,46659
Pennsylvania,Carbon County,63887,20.7,2.8,89.4,17.9,72.9,11.7,4.2,6.2,29202,57006
Pennsylvania,Centre County,161960,13.8,2.5,94.3,45.5,85.2,18.2,5.6,3.9,30753,60403
Pennsylvania,Chester County,519560,15.9,5,93.6,53,86.6,6.4,5.3,3.7,50927,100214
Pennsylvania,Clarion County,38715,19.1,0.8,90.1,22.1,73.2,16.3,7.5,5.1,25157,46680
Pennsylvania,Clearfield County,79908,20.1,0.9,87.2,15.1,69.6,14.6,5.1,5.8,24403,49015
Pennsylvania,Clinton County,38915,18.3,1.3,89.3,19.5,73.5,15.5,7.1,5,25794,50923
Pennsylvania,Columbia County,65715,18.9,1.3,90.3,22.9,72.6,15,4.4,4.4,26787,50550
Pennsylvania,Crawford County,85665,20,1,89,21.1,71.3,13.2,8.5,4.9,26582,50304
Pennsylvania,Cumberland County,249328,18.1,2.6,92.3,36.6,82.4,6.9,5.5,3,37500,71269
Pennsylvania,Dauphin County,275632,16.5,5.7,89.8,30.8,74.9,12.3,5.3,4.1,33639,60715
Pennsylvania,Delaware County,564554,16,3,93.1,39,80.9,10,4.8,5,40026,74477
Pennsylvania,Erie County,273835,17.4,2.8,91.3,27.9,74.2,16,4.6,5.1,28306,51529
Pennsylvania,Fayette County,131302,20.6,1.4,88.4,17.3,67.4,17.3,4.7,6.4,27368,47364
Pennsylvania,Franklin County,154147,19.2,4.1,88.3,21.6,76.7,9.3,9,4.6,31221,63379
Pennsylvania,Indiana County,85032,18.8,0.7,90,23,69.1,16.3,7.6,5.7,26509,49320
Pennsylvania,Jefferson County,43846,20.6,0.8,89.3,15.9,68.4,15.1,7.9,3.4,25509,47603
Pennsylvania,Lackawanna County,210652,19.6,5.5,91,28.3,73.2,14.7,4.5,4.3,29899,52821
Pennsylvania,Lancaster County,540999,17.5,8.1,85,27.3,76.9,10.1,11.7,3.4,32194,66056
Pennsylvania,Lawrence County,86727,21.5,1.4,90.8,22.1,70.6,13.8,5,6.2,28926,50204
Pennsylvania,Lebanon County,139729,19.1,9.5,87.2,20.7,74.3,10.8,8.6,4.1,29130,60281
Pennsylvania,Lehigh County,365052,16.5,18.5,89,29.9,77.6,12.5,6.5,5.3,33566,63897
Pennsylvania,Luzerne County,317663,19.6,8.1,89.8,22.9,70.1,14.7,5,5.4,28972,53473
Pennsylvania,Lycoming County,114330,19,1.4,90.1,23.4,73.4,13.6,5.4,4.8,27950,54241
Pennsylvania,McKean County,41401,19,1.3,91.8,18.9,71.4,16.1,3.9,6,27023,48647
Pennsylvania,Mercer County,111518,21.2,0.8,89.9,22.8,70.8,13.9,5.9,4.6,27639,50696
Pennsylvania,Mifflin County,46276,21.1,1.4,85,11.9,64.5,13.5,12.3,2.9,25469,50219
Pennsylvania,Monroe County,168032,16.8,11.1,89.6,24.7,81.7,11.2,6.5,6,29662,63934
Pennsylvania,Montgomery County,823823,17.4,4.1,94.4,49.3,86.3,5.9,3.6,3.9,48845,91546
Pennsylvania,Northampton County,302809,18.6,9.2,90.9,30.3,78.8,8.6,4.6,4.4,35270,70471
Pennsylvania,Northumberland County,91761,20.9,1.7,88,16.6,67.3,13.2,4.4,4.7,26389,48671
Pennsylvania,Philadelphia County,1579075,13.4,10.9,84.7,29.7,69.6,24.3,8.1,8.5,27924,45927
Pennsylvania,Schuylkill County,142674,20,2.9,89.3,16.6,71.7,12.4,5.2,5.4,27431,52280
Pennsylvania,Somerset County,74361,21.8,1.1,88.2,15.9,67.6,12.4,6.8,4.5,25781,49089
Pennsylvania,Tioga County,40944,21.5,0.7,90.4,19.1,73.5,13.2,7.4,4.9,26301,51324
Pennsylvania,Venango County,51818,21.6,0.7,90.2,18.7,70.3,12.9,6.1,6.1,26969,49945
Pennsylvania,Washington County,207212,20.1,1.1,93.1,30,74.9,9.2,3.9,4.8,35537,63543
Pennsylvania,Wayne County,51422,23.5,2.8,89.6,20.4,75.4,11.4,5.4,4.5,27412,56096
Pennsylvania,Westmoreland County,352590,22.1,1.1,94.4,29.1,76.2,10,3.4,3.9,34274,60471
Pennsylvania,York County,445565,17.1,5.1,89.9,24.9,76.7,9.6,5.1,3.9,32623,66457
Rhode Island,Kent County,163869,18.4,3.7,92.2,33.3,81.7,7.6,3.4,3.8,39869,73521
Rhode Island,Newport County,82801,21.7,3.3,94,48.1,82.3,8.7,3.8,4,47594,79454
Rhode Island,Providence County,635737,15,17.9,85.8,29,73.8,15.2,5.4,5.4,31522,58974
Rhode Island,Washington County,126060,19.9,2.2,94.9,46.1,85.8,8.6,2.6,5.6,42869,85531
South Carolina,Aiken County,168301,18.7,4.4,88,26.4,71.9,14.9,10.2,7.1,28396,51399
South Carolina,Anderson County,198064,17.7,3.1,85.3,22.2,70.3,14.6,9.8,4.6,27552,50865
South Carolina,Barnwell County,21346,17.7,2.3,79.8,12.5,55.3,28.1,11.7,6.1,20297,35803
South Carolina,Beaufort County,186095,26.4,7.3,92.8,41.2,82.2,10.2,10.7,4.9,38946,68377
South Carolina,Berkeley County,215044,13.4,4.8,89.4,25,77.9,11.9,10.8,4.6,29662,63309
South Carolina,Charleston County,401165,15.9,4.2,91.7,43.6,78.2,13.7,10.7,3.5,39914,64022
South Carolina,Cherokee County,56895,16.3,4,80.3,14.2,62.8,19.4,10.5,5.9,21152,36883
South Carolina,Chester County,32311,18.2,2,82.1,13.4,60.2,19.6,10.7,5.2,22324,42442
South Carolina,Chesterfield County,45953,17.9,3.5,76.7,10.4,61.9,20.7,11.2,8.8,21325,41505
South Carolina,Clarendon County,33957,22.8,3.2,78.5,15.1,63.3,22.9,10.9,11.9,22824,40900
South Carolina,Colleton County,37585,19.8,2.3,86.6,14.6,61.8,21.8,11.5,8.3,21377,36324
South Carolina,Darlington County,67027,18.4,1.8,82.4,18.4,59.8,20,10.3,7.7,23027,38448
South Carolina,Dillon County,30689,15.9,2,75.3,11.1,47.7,32.6,14.5,6.8,17605,30812
South Carolina,Dorchester County,158299,13.5,3.8,89.7,28.2,80.8,12.1,9.4,4.4,29853,63080
South Carolina,Florence County,138475,16.3,1.6,85,23.6,67.8,18.4,10.3,5.9,26127,47058
South Carolina,Georgetown County,61952,27,2.1,87.2,27.3,73.2,17.9,10.2,7.2,31382,48456
South Carolina,Greenville County,507003,15.4,7.2,88,35.1,76.7,11.5,10.8,4,32679,60351
South Carolina,Greenwood County,70411,18.1,4.1,85.2,24.6,64.8,20.8,11.8,6,24752,42336
South Carolina,Horry County,332172,23.2,4.2,89.6,23.6,76.3,15,13.8,5.7,28202,50704
South Carolina,Jasper County,28657,18.2,8.7,81.8,17.8,65.7,17.7,15.6,6.9,24566,45601
South Carolina,Kershaw County,65112,18,4.4,87.8,20.3,74.2,14.9,10.5,4.8,25442,51479
South Carolina,Lancaster County,92308,20.4,3.8,85.9,26.9,73.9,13.4,8.6,6.7,30742,58849
South Carolina,Laurens County,66846,17.9,4.1,80.9,16.2,62.2,20.3,11.7,7.5,23004,43304
South Carolina,Lexington County,290278,15.4,4.5,89.6,30.4,76.8,12.5,9.5,4.9,31671,61173
South Carolina,Marion County,31308,19,2.1,78.9,13.5,44.9,22.7,12.8,8.5,20160,32063
South Carolina,Marlboro County,26753,17.4,1.1,77.2,8.9,49,26.4,11.9,10.5,17456,33586
South Carolina,Newberry County,38194,19.2,5.7,82,17.9,60.6,17.6,8.7,5,24959,44226
South Carolina,Oconee County,77528,22.8,4.2,84.9,25.8,69.7,17.5,11.1,5.4,29844,49134
South Carolina,Orangeburg County,87687,19,2.4,85.9,19.9,62.2,23.6,11.2,9.5,20716,37955
South Carolina,Pickens County,124029,16.1,2.9,85.3,26,73.6,16.6,9.7,4.8,26061,49573
South Carolina,Richland County,411357,12.3,5,91.5,39.1,78,16.2,9,5.8,30175,54767
South Carolina,Spartanburg County,307617,15.9,5.6,85.7,24.5,71.5,14,10,5,27240,52332
South Carolina,Sumter County,106757,15.9,4.9,85.5,19.3,70.1,18.7,11.4,8.5,23460,45661
South Carolina,Union County,27490,19.6,1.2,81.2,11.3,55.4,21.6,10.5,5.9,23470,41186
South Carolina,Williamsburg County,31324,20,1.2,80.1,12.3,50.3,26.4,9.7,6.3,18257,32485
South Carolina,York County,265872,14,4.4,90.8,33.3,80.6,10.5,8.1,4.6,34010,65361
South Dakota,Minnehaha County,188674,12.7,3.8,92.5,33.1,79.7,10,8,2.6,31716,61772
South Dakota,Oglala Lakota County,14335,6.8,1,73.9,10.4,43,46.2,36.5,19.2,10388,31997
South Dakota,Pennington County,110685,17.4,2.3,93.5,31.5,79.5,13.8,10.8,4,31874,57039
Tennessee,Anderson County,76061,19.7,2.6,87,23.3,72.8,16.7,9.4,5.9,28455,50392
Tennessee,Bedford County,48292,15,7.3,82.1,16.6,65.2,14.3,11.3,3.6,24864,50415
Tennessee,Blount County,129927,20,2.2,89.1,24.2,74.8,11.1,8.7,4.1,30548,56667
Tennessee,Bradley County,105749,16.8,4.6,85.3,22.3,71.5,16,11.1,4.9,26655,51331
Tennessee,Campbell County,39797,20.4,1.3,77.3,12.4,57.3,21,11.4,8.9,24212,39803
Tennessee,Carter County,56433,21.2,1.6,83.5,17.5,62.6,22.1,12.1,4.6,23205,38092
Tennessee,Claiborne County,31732,19.4,1.2,80.1,16.1,56.9,22.4,7.6,7.7,21566,36835
Tennessee,Cocke County,35552,20.9,1.7,80.1,11.6,51.5,23.5,11.2,8.5,21867,36716
Tennessee,Coffee County,55209,17.2,2.1,85.4,20.5,69.5,14,9.2,4,26557,50351
Tennessee,Cumberland County,59216,30.2,1.6,85.8,18.5,73.2,13.8,9.6,4.7,25832,45958
Tennessee,Davidson County,687488,12,7,89.1,41.7,78.9,14.9,11.9,3.7,36440,60388
Tennessee,Dickson County,52680,15.5,2.1,83.7,16.2,69.3,13.6,11,2.9,27115,53076
Tennessee,Dyer County,37416,17.2,1.8,83.9,16.1,64.5,18.6,9.2,5.2,27710,44185
Tennessee,Franklin County,41725,19.4,1.9,87.5,20.8,68.2,14.4,8.7,3.8,28317,51585
Tennessee,Gibson County,49228,17.7,2.1,85.3,18.4,64.8,15.8,8.8,5.9,23211,43171
Tennessee,Greene County,68834,21.2,2.1,84.7,16.7,62.5,16.7,9.4,4.8,25190,42595
Tennessee,Hamblen County,64132,17.9,8.3,81.3,16.8,65.5,17.3,11.1,7.5,23517,43619
Tennessee,Hamilton County,360919,17.2,4,89.5,32.2,73.6,12.8,8.8,4.5,32839,55070
Tennessee,Hawkins County,56611,20.6,1.6,84.4,13.7,62.6,19.1,8.9,6.3,24695,41924
Tennessee,Henry County,32284,22.8,2,85.9,16.5,66.3,20.1,8.9,4.6,24124,40502
Tennessee,Jefferson County,53679,19.6,2.6,85.3,16.8,66.5,13.2,10.2,5.1,25159,49139
Tennessee,Knox County,461104,15.4,2.9,91.7,37.6,78.4,14.5,7.8,3.9,33229,57470
Tennessee,Lawrence County,43390,17.6,1.7,83.4,14.3,63.8,17,12.8,7.7,21720,43614
Tennessee,Loudon County,52340,25.8,5.3,86.2,26.4,74.4,11.3,10.3,4.7,31478,58065
Tennessee,McMinn County,53053,19.4,3.6,84.5,16.2,62.3,19.3,10.6,5.9,23885,43285
Tennessee,Madison County,97625,16.4,2.9,88.9,25.6,69.4,18.5,9.2,4.5,26722,48161
Tennessee,Maury County,91976,15.5,4.9,90.2,23,76.6,10.1,8.7,3.8,28970,57170
Tennessee,Monroe County,46064,20.7,3.1,82.4,13.4,63.1,18.4,9.2,6.5,23207,42429
Tennessee,Montgomery County,200180,9.1,7.4,92.9,28.5,81.9,13.3,8,6.1,26923,57541
Tennessee,Obion County,30365,19.8,3,83.5,15.3,62.3,21.1,9.3,5.4,23375,39615
Tennessee,Putnam County,77447,16.6,3.8,86.6,26.4,74.7,18.9,8.3,3.8,24946,44259
Tennessee,Rhea County,32719,18,2.8,80.8,16.9,62.7,19.3,9.6,7.6,22336,42206
Tennessee,Roane County,53075,22.2,2,88.9,19.8,67.6,13.8,7.8,6.4,30209,53367
Tennessee,Robertson County,70280,14.5,4.6,87.2,19.6,73.5,11.5,8.6,4.4,29524,63307
Tennessee,Rutherford County,315815,10.2,6.3,91.8,32.2,82.4,11.1,8.6,3.9,30159,67429
Tennessee,Sevier County,97068,19.3,4.1,85,17.4,71.9,13.7,15.3,4.6,25283,49610
Tennessee,Shelby County,936374,13.1,4.9,88.4,31.6,67.5,19.3,11.5,6.8,30104,51657
Tennessee,Sullivan County,157050,21.5,1.7,87.2,23.6,72,15.9,8.4,5.8,28429,46684
Tennessee,Sumner County,183437,15.6,3.6,89.7,28.1,78.1,9,8.5,2.7,33851,67204
Tennessee,Tipton County,61447,14.1,3,87.8,17.3,69,12.4,9.1,5.5,28457,61291
Tennessee,Warren County,40702,17.2,5.5,79.5,14.5,62.7,21.7,12.8,5,22802,41125
Tennessee,Washington County,127805,17.9,2.6,88.8,31.8,74.2,15.4,8.9,4.2,29656,48334
Tennessee,Weakley County,33510,18,1.7,85.1,21.6,64.8,20.3,9.9,5,22755,39937
Tennessee,Williamson County,225389,12.7,4.4,95.3,59.8,92.4,4.4,4.5,2.6,52702,112962
Tennessee,Wilson County,136666,15.4,3,91.6,32.4,82.9,7.7,6.3,3.5,34575,75991
Texas,Anderson County,57810,14.3,9.6,81.3,10.6,63,14.9,14.5,3.3,17280,43455
Texas,Angelina County,87322,15.9,15.4,81.9,16.9,71.1,17.7,18.8,6.2,23147,50453
Texas,Atascosa County,49528,14.3,43.7,77.1,14.4,63.4,14.8,17.9,8.2,23890,55366
Texas,Bastrop County,84522,14.6,22.1,81.9,20.7,74.1,11.2,16.3,5.4,27773,64597
Texas,Bell County,348574,10.6,16.8,91,25.2,81.1,13.9,12.1,7.3,26677,54884
Texas,Bexar County,1952843,11.8,42.5,84.2,28,74.4,15.7,15.2,4.9,27834,57157
Texas,Bowie County,93373,16.4,3.2,88.8,20.6,65.4,16.6,13.8,5.6,27095,50164
Texas,Brazoria County,360677,11.6,21.8,87.9,30,80.5,8.7,14,4.1,34561,81447
Texas,Brazos County,222981,8.9,17.1,87.2,41.7,81.9,24.4,12.3,3.6,27632,49181
Texas,Caldwell County,42144,13.7,39.6,78.2,14.6,59.1,18.9,23.4,2.6,25086,54152
Texas,Cameron County,421666,13.2,75.4,67.9,17.3,54.5,28.9,28.4,5.5,17430,38758
Texas,Cass County,30059,21.9,2.6,85.9,16.4,55.4,18.5,13.7,6.7,23075,44848
Texas,Cherokee County,52118,17,16.7,79,17.2,62,16.4,19,5.6,22391,48186
Texas,Collin County,973977,10.7,11.9,93.8,52.3,91.1,6.3,10.4,3.5,44548,96913
Texas,Comal County,141642,17.9,19,92.6,36.8,84.3,7.6,11.5,3,38991,79936
Texas,Coryell County,75280,9.8,10.8,88,16.1,77.9,12.9,10.7,7.9,22400,52893
Texas,Dallas County,2606868,10.5,29.2,79.3,31.5,74.1,15.4,21,4.4,32653,59607
Texas,Denton County,833822,9.9,13.5,92.5,45.1,89.4,7.6,11.2,3.4,41153,86913
Texas,Ector County,160579,9.5,49.6,76,15.4,65.5,11.9,21,5.6,28954,62973
Texas,Ellis County,173772,12.6,17.4,86.2,24.3,79.9,8.8,15.1,3.1,32571,76871
Texas,El Paso County,836062,11.9,74.2,78.5,23.3,69.3,20.2,20.3,5.7,21683,46871
Texas,Erath County,41841,14,12,88.3,31.5,75.8,18.4,16.8,2.7,27639,52742
Texas,Fort Bend County,765394,10.6,18.7,90.6,46.2,90.2,7.4,11.7,4.8,39994,97743
Texas,Galveston County,332885,13.9,16.8,89,31.1,78.3,12.4,13.9,5.8,36819,73330
Texas,Grayson County,131014,17.5,8.2,88.7,20.4,70.3,13.1,17.4,4.4,28011,54815
Texas,Gregg County,123443,15.1,13,84.1,21.3,67.1,18,18.5,4.6,26535,50180
Texas,Guadalupe County,158966,13.6,25.8,88.7,28.2,79.7,9.1,11.7,3.2,31842,74496
Texas,Hardin County,56765,16.5,4.9,88,16.8,74.3,12.1,14.2,3.3,30399,60339
Texas,Harris County,4646630,10.2,32.8,81.4,31.5,76.2,15.7,20.2,5.4,32765,61705
Texas,Harrison County,66580,16.5,7.2,85.3,19.1,65.8,17.4,14.9,5,27086,52220
Texas,Hays County,213366,10.7,27.1,90.1,37.2,84.4,13.7,13.4,3.9,32118,68717
Texas,Henderson County,81070,22,8.5,83.5,17.3,66.8,17.1,17.9,4.9,26121,47355
Texas,Hidalgo County,855176,10.8,86.5,65.7,18.7,57.3,29.7,30.3,6.4,17175,40014
Texas,Hood County,58318,24.7,7.3,89.4,26.4,80.1,9.7,14.9,3.2,35606,64041
Texas,Hopkins County,36486,18.3,11.4,84.9,20.1,66.9,14,18.5,4.4,26821,52078
Texas,Howard County,36349,12.9,26.8,80,12.6,66.1,17.3,17,6.1,24547,54208
